,metric/num_BTSP_events,metric/num_BTSP_positions,metric/first_BTSP_time,metric/first_BTSP_relative_position,metric/max_BTSP_ramp,metric/PC_weight_peak_relative_position,metric/PC_weight_FWHM,metric/PC_weight_ratio_pre_post,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/target_moved,logdir
21,1.0,1.0,39.420000000000734,0.002798656768825847,1.25,-0.049999999999998934,0.5137919000302564,1.2264145195302107,1749058938,,False,1,3422b_00021,2025-06-04_18-42-18,18.49123525619507,18.49123525619507,3807196,cnl-brain9,155.198.99.250,18.49123525619507,1,0.10000000000000009,3422b_00021
22,1.0,1.0,39.450000000000735,0.00020542448214344589,1.25,-0.049999999999998934,0.5129455272374428,1.2398253943722624,1749058940,,False,1,3422b_00022,2025-06-04_18-42-20,20.31510901451111,20.31510901451111,3807197,cnl-brain9,155.198.99.250,20.31510901451111,1,0.20000000000000018,3422b_00022
23,1.0,1.0,39.480000000000736,0.006258943265839978,1.25,-0.049999999999998934,0.5149824423374381,1.208705212541179,1749058944,,False,1,3422b_00023,2025-06-04_18-42-24,24.447202920913696,24.447202920913696,3807198,cnl-brain9,155.198.99.250,24.447202920913696,1,0.30000000000000027,3422b_00023
24,2.0,2.0,39.420000000000734,0.0072670552823699275,1.0,0.05000000000000071,0.8138721055017064,0.7015088334685144,1749058945,,False,1,3422b_00024,2025-06-04_18-42-25,25.604498624801636,25.604498624801636,3807205,cnl-brain9,155.198.99.250,25.604498624801636,1,0.40000000000000036,3422b_00024
25,2.0,2.0,39.480000000000736,0.00718732628755836,1.25,0.05000000000000071,0.9281576992141036,0.7822701136023206,1749058937,,False,1,3422b_00025,2025-06-04_18-42-17,17.965532541275024,17.965532541275024,3807206,cnl-brain9,155.198.99.250,17.965532541275024,1,0.5,3422b_00025
26,2.0,2.0,39.36000000000073,0.0022861888631520166,1.25,-0.04999999999999849,1.0601964957315464,0.898465597990323,1749058942,,False,1,3422b_00026,2025-06-04_18-42-22,22.78922414779663,22.78922414779663,3807207,cnl-brain9,155.198.99.250,22.78922414779663,1,0.6000000000000001,3422b_00026
27,2.0,2.0,39.420000000000734,0.002330017529474482,1.25,-0.049999999999998934,1.173619930472368,0.9975451601922428,1749058937,,False,1,3422b_00027,2025-06-04_18-42-17,17.977339029312134,17.977339029312134,3807208,cnl-brain9,155.198.99.250,17.977339029312134,1,0.7000000000000002,3422b_00027
28,2.0,2.0,39.420000000000734,0.0005421944201486895,1.25,-0.04999999999999938,0.5255471053770071,1.0929972338577427,1749058940,,False,1,3422b_00028,2025-06-04_18-42-20,20.725614309310913,20.725614309310913,3807209,cnl-brain9,155.198.99.250,20.725614309310913,1,0.8000000000000003,3422b_00028
29,2.0,2.0,39.39000000000073,0.0008751759785585733,1.25,-0.049999999999998934,0.5034861825904682,1.162837154695308,1749058939,,False,1,3422b_00029,2025-06-04_18-42-19,19.901732683181763,19.901732683181763,3807210,cnl-brain9,155.198.99.250,19.901732683181763,1,0.9000000000000004,3422b_00029
30,2.0,2.0,39.420000000000734,0.0027401159458442237,1.25,-0.049999999999998934,0.49198458809736234,1.2073126319150724,1749058942,,False,1,3422b_00030,2025-06-04_18-42-22,22.56752109527588,22.56752109527588,3807211,cnl-brain9,155.198.99.250,22.56752109527588,1,1.0,3422b_00030
31,2.0,2.0,39.480000000000736,0.0064134389670189584,1.25,-0.04999999999999849,0.48614576263974385,1.2280051230179854,1749058941,,False,1,3422b_00031,2025-06-04_18-42-21,21.82071828842163,21.82071828842163,3807212,cnl-brain9,155.198.99.250,21.82071828842163,1,1.1,3422b_00031
32,2.0,2.0,39.420000000000734,0.005827898125378983,1.25,1.1500000000000012,0.47109523482084814,0.7061657401982547,1749058941,,False,1,3422b_00032,2025-06-04_18-42-21,22.196979999542236,22.196979999542236,3807213,cnl-brain9,155.198.99.250,22.196979999542236,1,1.2000000000000002,3422b_00032
33,2.0,2.0,39.420000000000734,0.0034332041855629214,1.25,1.2500000000000004,0.48978312280907677,0.7111703854242069,1749058944,,False,1,3422b_00033,2025-06-04_18-42-24,25.09314274787903,25.09314274787903,3807214,cnl-brain9,155.198.99.250,25.09314274787903,1,1.3000000000000003,3422b_00033
34,2.0,2.0,39.450000000000735,0.005987583599525781,1.25,1.3500000000000014,0.5068223136805861,0.8734491086027841,1749058936,,False,1,3422b_00034,2025-06-04_18-42-16,16.704372882843018,16.704372882843018,3807215,cnl-brain9,155.198.99.250,16.704372882843018,1,1.4000000000000004,3422b_00034
35,2.0,2.0,39.36000000000073,0.0075788426329235214,1.25,1.450000000000001,0.5205315458635846,0.7370751158584625,1749058940,,False,1,3422b_00035,2025-06-04_18-42-20,21.24664831161499,21.24664831161499,3807216,cnl-brain9,155.198.99.250,21.24664831161499,1,1.5,3422b_00035
36,2.0,2.0,39.450000000000735,0.006506764389532904,1.25,1.550000000000002,0.530873821099493,1.1842238981305733,1749058941,,False,1,3422b_00036,2025-06-04_18-42-21,22.072341918945312,22.072341918945312,3807218,cnl-brain9,155.198.99.250,22.072341918945312,1,1.6,3422b_00036
