,metric/num_BTSP_events_(single),metric/num_BTSP_events_(reverse),metric/num_BTSP_events_(back_and_forth),metric/num_BTSP_positions_(single),metric/num_BTSP_positions_(reverse),metric/num_BTSP_positions_(back_and_forth),metric/first_BTSP_time_(single),metric/first_BTSP_time_(reverse),metric/first_BTSP_time_(back_and_forth),metric/max_BTSP_ramp_(single),metric/max_BTSP_ramp_(reverse),metric/max_BTSP_ramp_(back_and_forth),metric/PC_weight_ratio_pre_post_(single),metric/PC_weight_ratio_pre_post_(reverse),metric/PC_weight_ratio_pre_post_(back_and_forth),metric/first_BTSP_relative_position_(single),metric/first_BTSP_relative_position_(reverse),metric/first_BTSP_relative_position_(back_and_forth),metric/PC_weight_peak_relative_position_(single),metric/PC_weight_peak_relative_position_(reverse),metric/PC_weight_peak_relative_position_(back_and_forth),timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/soma_regularization_alpha,config/soma_BTSP_lr_fact,config/inhibit_weight,logdir
30,7,7,9,1,1,1,38.82000000000071,307.3799999999622,561.0299999997316,4.0,4.5,5.75,1.177312590190437,0.8226253857514323,1.0587360207055179,-0.06523118187688892,0.007325930236381062,0.05466134793217581,0.016666666666666385,-0.01666666666666705,-0.01666666666666705,1740568361,,False,1,7fa3c_00030,2025-02-26_11-12-41,38.95481586456299,38.95481586456299,998686,cnl-brain9,155.198.99.250,38.95481586456299,1,0.5,75.0,0.8,7fa3c_00030
31,1,2,2,1,1,1,37.53000000000066,291.38999999997674,585.5699999997092,2.25,2.0,2.0,0.9104759200575092,1.077228647409579,1.0126202721713016,0.022400258113846938,0.017512042475143375,0.018377336481968598,0.11666666666666647,-0.3166666666666669,-0.11666666666666714,1740568359,,False,1,7fa3c_00031,2025-02-26_11-12-39,37.226866483688354,37.226866483688354,998655,cnl-brain9,155.198.99.250,37.226866483688354,1,0.5,75.0,1.3,7fa3c_00031
32,1,2,1,1,1,1,40.62000000000078,302.3099999999668,559.8299999997326,1.5,1.5,1.5,0.9384339396369241,0.9393962489312114,0.9738401081661962,0.035644765219807084,-0.006786879471055052,0.03213287828964351,0.11666666666666647,-0.01666666666666705,-0.01666666666666705,1740568361,,False,1,7fa3c_00032,2025-02-26_11-12-41,39.27205514907837,39.27205514907837,998656,cnl-brain9,155.198.99.250,39.27205514907837,1,0.5,75.0,1.8,7fa3c_00032
33,1,1,1,1,1,1,38.940000000000715,309.5999999999602,573.8399999997199,1.0,1.0,1.0,1.0081796145275317,0.9582753382582533,0.9852540027965712,-0.008074119439426264,-0.004868540688787615,-0.012769028888252265,0.21666666666666634,-0.01666666666666705,0.08333333333333304,1740568359,,False,1,7fa3c_00033,2025-02-26_11-12-39,37.09079909324646,37.09079909324646,998657,cnl-brain9,155.198.99.250,37.09079909324646,1,0.5,75.0,3.0,7fa3c_00033
34,0,0,0,0,0,0,,,,0.0,0.0,0.0,,,,,,,,,,1740568358,,False,1,7fa3c_00034,2025-02-26_11-12-38,36.26018691062927,36.26018691062927,998658,cnl-brain9,155.198.99.250,36.26018691062927,1,0.5,75.0,5.0,7fa3c_00034
35,7,6,9,1,1,1,39.84000000000075,291.9599999999762,571.3499999997222,3.0,3.75,4.5,0.9575295486006725,1.0216987725661306,0.9865761901096533,-0.058510205937034376,0.07600295454659367,0.017724996407185944,0.31666666666666643,-0.11666666666666714,-0.11666666666666714,1740568361,,False,1,7fa3c_00035,2025-02-26_11-12-41,38.73593330383301,38.73593330383301,998659,cnl-brain9,155.198.99.250,38.73593330383301,1,0.5,100.0,0.8,7fa3c_00035
36,2,3,3,1,1,1,33.1800000000005,297.83999999997087,603.9599999996925,1.75,2.0,1.75,1.0582675585373194,1.0112542030491158,0.8956521375352063,-0.02439868889035246,0.0009127320172130915,-0.00608951893469678,0.016666666666666385,-0.11666666666666714,-0.01666666666666705,1740568363,,False,1,7fa3c_00036,2025-02-26_11-12-43,40.56748342514038,40.56748342514038,998687,cnl-brain9,155.198.99.250,40.56748342514038,1,0.5,100.0,1.3,7fa3c_00036
37,2,2,0,1,1,0,34.29000000000054,261.27000000000413,,1.5,1.5,0.0,1.135995074360438,0.9864075018197871,0.9864075018197871,0.022786952197272337,0.02577561821496488,,-0.0833333333333337,-0.11666666666666714,-0.11666666666666714,1740568361,,False,1,7fa3c_00037,2025-02-26_11-12-41,38.59994649887085,38.59994649887085,998688,cnl-brain9,155.198.99.250,38.59994649887085,1,0.5,100.0,1.8,7fa3c_00037
38,1,1,1,1,1,1,110.0700000000034,279.3599999999877,828.3599999994884,1.0,1.0,1.25,1.0036888678884655,0.9138726762434446,1.003981965709791,-0.05059103199439918,0.04171981735229391,-0.0401395951754111,0.31666666666666643,-0.01666666666666705,-0.01666666666666705,1740568363,,False,1,7fa3c_00038,2025-02-26_11-12-43,40.69650340080261,40.69650340080261,998697,cnl-brain9,155.198.99.250,40.69650340080261,1,0.5,100.0,3.0,7fa3c_00038
39,0,0,0,0,0,0,,,,0.0,0.0,0.0,,,,,,,,,,1740568360,,False,1,7fa3c_00039,2025-02-26_11-12-40,37.699559688568115,37.699559688568115,998696,cnl-brain9,155.198.99.250,37.699559688568115,1,0.5,100.0,5.0,7fa3c_00039
