,metric/num_BTSP_events_(single),metric/num_BTSP_positions_(single),metric/first_BTSP_time_(single),metric/first_BTSP_relative_position_(single),metric/max_BTSP_ramp_(single),metric/PC_weight_peak_relative_position_(single),metric/PC_weight_width_(single),metric/PC_weight_ratio_pre_post_(single),metric/num_BTSP_events_(reverse),metric/num_BTSP_positions_(reverse),metric/first_BTSP_time_(reverse),metric/first_BTSP_relative_position_(reverse),metric/max_BTSP_ramp_(reverse),metric/PC_weight_peak_relative_position_(reverse),metric/PC_weight_width_(reverse),metric/PC_weight_ratio_pre_post_(reverse),metric/num_BTSP_events_(back_and_forth),metric/num_BTSP_positions_(back_and_forth),metric/first_BTSP_time_(back_and_forth),metric/first_BTSP_relative_position_(back_and_forth),metric/max_BTSP_ramp_(back_and_forth),metric/PC_weight_peak_relative_position_(back_and_forth),metric/PC_weight_width_(back_and_forth),metric/PC_weight_ratio_pre_post_(back_and_forth),timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/somatic_BTSP_lr,config/inhibitory_input_filter_tau,config/inhibitory_weight,logdir
438,1.0,1.0,56.73000000000139,0.002851735456500304,1.25,-0.049999999999998934,0.511005837171596,1.2194435860058366,0.0,0.0,,,0.0,-0.049999999999998934,0.511005837171596,1.2194435860058366,0.0,0.0,,,0.0,-0.049999999999998934,0.511005837171596,1.2194435860058366,1759202095,,False,1,6f4d4_00438,2025-09-30_04-14-55,55.20815348625183,55.20815348625183,4019769,cnl-brain9,155.198.99.250,55.20815348625183,1,0.18,0.35000000000000003,1.0,6f4d4_00438
439,1.0,1.0,54.72000000000131,0.00366514807871976,1.5,-0.049999999999998934,0.5366956787837993,1.2053929178519605,1.0,1.0,389.0699999998879,-0.013905574283361144,1.0,-0.049999999999998934,0.5319737893358258,1.0283697439966206,0.0,0.0,,,0.0,-0.049999999999998934,0.5319737893358258,1.0283697439966206,1759202095,,False,1,6f4d4_00439,2025-09-30_04-14-55,55.87788987159729,55.87788987159729,4019745,cnl-brain9,155.198.99.250,55.87788987159729,1,0.18,0.4,1.0,6f4d4_00439
440,1.0,1.0,54.210000000001294,0.006473987149777649,1.0,-0.049999999999998934,0.5670174351055253,1.1839728250383628,0.0,0.0,,,0.0,-0.049999999999998934,0.5670174351055253,1.1839728250383628,0.0,0.0,,,0.0,-0.049999999999998934,0.5670174351055253,1.1839728250383628,1759202097,,False,1,6f4d4_00440,2025-09-30_04-14-57,57.27643918991089,57.27643918991089,4019754,cnl-brain9,155.198.99.250,57.27643918991089,1,0.18,0.2,1.1,6f4d4_00440
441,1.0,1.0,56.19000000000137,0.011258715850917866,1.0,-0.049999999999998934,0.5748814817851766,1.1201716876858376,0.0,0.0,,,0.0,-0.049999999999998934,0.5748814817851766,1.1201716876858376,0.0,0.0,,,0.0,-0.049999999999998934,0.5748814817851766,1.1201716876858376,1759202097,,False,1,6f4d4_00441,2025-09-30_04-14-57,56.86779522895813,56.86779522895813,4019773,cnl-brain9,155.198.99.250,56.86779522895813,1,0.18,0.25,1.1,6f4d4_00441
442,1.0,1.0,55.35000000000134,0.004150422974694923,1.0,-0.049999999999998934,0.5048370831153881,1.188320196571933,0.0,0.0,,,0.0,-0.049999999999998934,0.5048370831153881,1.188320196571933,0.0,0.0,,,0.0,-0.049999999999998934,0.5048370831153881,1.188320196571933,1759202096,,False,1,6f4d4_00442,2025-09-30_04-14-56,55.877140045166016,55.877140045166016,4019762,cnl-brain9,155.198.99.250,55.877140045166016,1,0.18,0.30000000000000004,1.1,6f4d4_00442
443,1.0,1.0,55.77000000000135,0.0026293677438293805,1.25,-0.049999999999998934,0.5020584985922683,1.2082708950030274,0.0,0.0,,,0.0,-0.049999999999998934,0.5020584985922683,1.2082708950030274,0.0,0.0,,,0.0,-0.049999999999998934,0.5020584985922683,1.2082708950030274,1759202096,,False,1,6f4d4_00443,2025-09-30_04-14-56,55.03932023048401,55.03932023048401,4019771,cnl-brain9,155.198.99.250,55.03932023048401,1,0.18,0.35000000000000003,1.1,6f4d4_00443
444,1.0,1.0,54.84000000000132,0.004725918737558121,1.5,-0.049999999999998934,0.5715964280552654,1.158451018849967,0.0,0.0,,,0.0,-0.049999999999998934,0.5715964280552654,1.158451018849967,0.0,0.0,,,0.0,-0.049999999999998934,0.5715964280552654,1.158451018849967,1759202097,,False,1,6f4d4_00444,2025-09-30_04-14-57,56.05763578414917,56.05763578414917,4019758,cnl-brain9,155.198.99.250,56.05763578414917,1,0.18,0.4,1.1,6f4d4_00444
445,0.0,0.0,,,0.75,,0.0,,0.0,0.0,,,0.75,,0.0,,0.0,0.0,,,0.75,,0.0,,1759202098,,False,1,6f4d4_00445,2025-09-30_04-14-58,56.90384078025818,56.90384078025818,4019755,cnl-brain9,155.198.99.250,56.90384078025818,1,0.18,0.2,1.2,6f4d4_00445
446,1.0,1.0,56.52000000000138,0.001173696470775365,1.0,-0.049999999999998934,0.48627306464505926,1.1987735048435508,0.0,0.0,,,0.0,-0.049999999999998934,0.48627306464505926,1.1987735048435508,0.0,0.0,,,0.0,-0.049999999999998934,0.48627306464505926,1.1987735048435508,1759202098,,False,1,6f4d4_00446,2025-09-30_04-14-58,56.143046617507935,56.143046617507935,4019778,cnl-brain9,155.198.99.250,56.143046617507935,1,0.18,0.25,1.2,6f4d4_00446
447,1.0,1.0,55.530000000001344,0.0012461004228656591,1.0,-0.049999999999998934,0.47117177974060453,1.2066236515952131,0.0,0.0,,,0.0,-0.049999999999998934,0.47117177974060453,1.2066236515952131,0.0,0.0,,,0.0,-0.049999999999998934,0.47117177974060453,1.2066236515952131,1759202102,,False,1,6f4d4_00447,2025-09-30_04-15-02,57.407578468322754,57.407578468322754,4019737,cnl-brain9,155.198.99.250,57.407578468322754,1,0.18,0.30000000000000004,1.2,6f4d4_00447
