,metric/num_BTSP_events,metric/num_BTSP_positions,metric/first_BTSP_time,metric/first_BTSP_relative_position,metric/max_BTSP_ramp,metric/PC_weight_peak_relative_position,metric/PC_weight_width,metric/PC_weight_ratio_pre_post,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/somatic_BTSP_lr,config/inhibitory_input_filter_tau,config/inhibitory_weight,logdir
327,2.0,1.0,45.000000000000945,0.046314849916616385,1.0,-0.049999999999998934,0.8300007231375313,1.1284376448795426,1759202302,,False,1,d7f4a_00327,2025-09-30_04-18-22,16.073362112045288,16.073362112045288,4029915,cnl-brain9,155.198.99.250,16.073362112045288,1,0.21,0.30000000000000004,0.8,d7f4a_00327
328,4.0,2.0,45.780000000000975,0.006196036258962145,1.5,0.05000000000000071,0.642717408885991,1.6988877072522417,1759202302,,False,1,d7f4a_00328,2025-09-30_04-18-22,16.58917474746704,16.58917474746704,4029905,cnl-brain9,155.198.99.250,16.58917474746704,1,0.21,0.35000000000000003,0.8,d7f4a_00328
329,4.0,2.0,86.3400000000025,0.030284527833620345,1.5,-0.049999999999998934,0.6414475157999378,1.1280319339250915,1759202302,,False,1,d7f4a_00329,2025-09-30_04-18-22,15.45351243019104,15.45351243019104,4029895,cnl-brain9,155.198.99.250,15.45351243019104,1,0.21,0.4,0.8,d7f4a_00329
330,1.0,1.0,44.55000000000093,-0.0026057465864384177,1.0,-0.049999999999998934,0.36561806469191804,1.2591196972935332,1759202302,,False,1,d7f4a_00330,2025-09-30_04-18-22,16.695940017700195,16.695940017700195,4029899,cnl-brain9,155.198.99.250,16.695940017700195,1,0.21,0.2,0.9,d7f4a_00330
331,1.0,1.0,83.13000000000238,0.028682609762122446,1.0,-0.049999999999998934,0.6037460316149987,1.032880169247979,1759202303,,False,1,d7f4a_00331,2025-09-30_04-18-23,16.83636713027954,16.83636713027954,4029919,cnl-brain9,155.198.99.250,16.83636713027954,1,0.21,0.25,0.9,d7f4a_00331
332,1.0,1.0,46.620000000001006,0.0219399730509946,1.25,-0.049999999999998934,0.47160706809379827,1.4184182489591695,1759202304,,False,1,d7f4a_00332,2025-09-30_04-18-24,17.40661597251892,17.40661597251892,4029897,cnl-brain9,155.198.99.250,17.40661597251892,1,0.21,0.30000000000000004,0.9,d7f4a_00332
333,2.0,2.0,80.46000000000228,0.045966425997353344,1.0,-0.049999999999998934,0.620528668809539,1.2777969518721584,1759202303,,False,1,d7f4a_00333,2025-09-30_04-18-23,16.79297924041748,16.79297924041748,4029894,cnl-brain9,155.198.99.250,16.79297924041748,1,0.21,0.35000000000000003,0.9,d7f4a_00333
334,3.0,2.0,48.57000000000108,-0.006792344918515436,1.5,-0.049999999999998934,0.702336501668404,1.5503355448111327,1759202303,,False,1,d7f4a_00334,2025-09-30_04-18-23,16.913086652755737,16.913086652755737,4029879,cnl-brain9,155.198.99.250,16.913086652755737,1,0.21,0.4,0.9,d7f4a_00334
335,1.0,1.0,225.54000000000778,0.00238120195629854,1.0,-0.049999999999998934,0.3744310235270998,1.1663463737613333,1759202303,,False,1,d7f4a_00335,2025-09-30_04-18-23,16.447832107543945,16.447832107543945,4029917,cnl-brain9,155.198.99.250,16.447832107543945,1,0.21,0.2,1.0,d7f4a_00335
336,1.0,1.0,47.25000000000103,0.032046300549515294,1.0,-0.049999999999998934,0.5062418920120315,1.1182068868874235,1759202303,,False,1,d7f4a_00336,2025-09-30_04-18-23,16.437809944152832,16.437809944152832,4029877,cnl-brain9,155.198.99.250,16.437809944152832,1,0.21,0.25,1.0,d7f4a_00336
