,metric/num_BTSP_events,metric/num_BTSP_positions,metric/first_BTSP_time,metric/max_BTSP_ramp,metric/PC_weight_ratio_pre_post,metric/first_BTSP_relative_position,metric/PC_weight_peak_relative_position,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/soma_regularization_alpha,config/soma_BTSP_lr_fact,config/inhibit_weight,logdir
70,8,1,34.680000000000554,5.0,0.9460184494658419,-0.06192946622012241,0.11666666666666647,1740567728,,False,1,0db5d_00070,2025-02-26_11-02-08,12.790227174758911,12.790227174758911,979767,cnl-brain9,155.198.99.250,12.790227174758911,1,0.6000000000000001,150.0,0.8,0db5d_00070
71,7,1,36.540000000000624,2.0,1.0483522107881562,-0.018292781819131188,0.016666666666666385,1740567728,,False,1,0db5d_00071,2025-02-26_11-02-08,13.315114736557007,13.315114736557007,980172,cnl-brain9,155.198.99.250,13.315114736557007,1,0.6000000000000001,150.0,1.3,0db5d_00071
72,2,2,33.3300000000005,1.75,1.1567744861639055,-0.09090477276451558,0.016666666666666385,1740567728,,False,1,0db5d_00072,2025-02-26_11-02-08,13.014958143234253,13.014958143234253,980184,cnl-brain9,155.198.99.250,13.014958143234253,1,0.6000000000000001,150.0,1.8,0db5d_00072
73,1,1,34.08000000000053,1.0,0.9340377382655166,-0.021659937289880915,0.016666666666666385,1740567728,,False,1,0db5d_00073,2025-02-26_11-02-08,13.111732244491577,13.111732244491577,980188,cnl-brain9,155.198.99.250,13.111732244491577,1,0.6000000000000001,150.0,3.0,0db5d_00073
74,0,0,,0.5,,,,1740567728,,False,1,0db5d_00074,2025-02-26_11-02-08,13.067034721374512,13.067034721374512,980187,cnl-brain9,155.198.99.250,13.067034721374512,1,0.6000000000000001,150.0,5.0,0db5d_00074
75,8,1,33.630000000000514,4.25,1.0436551492214075,-0.08180240237124936,0.11666666666666647,1740567728,,False,1,0db5d_00075,2025-02-26_11-02-08,12.370253562927246,12.370253562927246,980177,cnl-brain9,155.198.99.250,12.370253562927246,1,0.7000000000000001,50.0,0.8,0db5d_00075
76,5,2,39.210000000000726,2.5,0.9855711444873732,-0.0990097109282182,0.11666666666666647,1740567727,,False,1,0db5d_00076,2025-02-26_11-02-07,11.605181217193604,11.605181217193604,980162,cnl-brain9,155.198.99.250,11.605181217193604,1,0.7000000000000001,50.0,1.3,0db5d_00076
77,2,1,35.58000000000059,1.75,1.0006939815266611,-0.004466175334605138,0.11666666666666647,1740567728,,False,1,0db5d_00077,2025-02-26_11-02-08,12.055003643035889,12.055003643035889,980189,cnl-brain9,155.198.99.250,12.055003643035889,1,0.7000000000000001,50.0,1.8,0db5d_00077
78,1,1,37.92000000000068,1.0,0.9715434874097869,-0.003457732033625982,0.11666666666666647,1740567729,,False,1,0db5d_00078,2025-02-26_11-02-09,13.28038740158081,13.28038740158081,980174,cnl-brain9,155.198.99.250,13.28038740158081,1,0.7000000000000001,50.0,3.0,0db5d_00078
79,0,0,,0.5,,,,1740567728,,False,1,0db5d_00079,2025-02-26_11-02-08,12.544766902923584,12.544766902923584,980277,cnl-brain9,155.198.99.250,12.544766902923584,1,0.7000000000000001,50.0,5.0,0db5d_00079
80,7,1,40.89000000000079,4.0,1.0917145888386208,-0.0186467294286361,0.11666666666666647,1740567729,,False,1,0db5d_00080,2025-02-26_11-02-09,12.957536935806274,12.957536935806274,980182,cnl-brain9,155.198.99.250,12.957536935806274,1,0.7000000000000001,75.0,0.8,0db5d_00080
81,6,1,53.10000000000125,2.25,0.9508806909242962,-0.02520203792847897,0.21666666666666634,1740567728,,False,1,0db5d_00081,2025-02-26_11-02-08,12.63250732421875,12.63250732421875,980166,cnl-brain9,155.198.99.250,12.63250732421875,1,0.7000000000000001,75.0,1.3,0db5d_00081
82,5,1,34.02000000000053,1.5,1.0355679385593033,0.002326454010600054,0.016666666666666385,1740567729,,False,1,0db5d_00082,2025-02-26_11-02-09,13.271907806396484,13.271907806396484,980176,cnl-brain9,155.198.99.250,13.271907806396484,1,0.7000000000000001,75.0,1.8,0db5d_00082
83,2,1,39.93000000000075,1.0,0.9762141982453107,-0.03866072120934905,0.11666666666666647,1740567729,,False,1,0db5d_00083,2025-02-26_11-02-09,13.322310447692871,13.322310447692871,980161,cnl-brain9,155.198.99.250,13.322310447692871,1,0.7000000000000001,75.0,3.0,0db5d_00083
