,metric/num_BTSP_events,metric/num_BTSP_positions,metric/first_BTSP_time,metric/first_BTSP_relative_position,metric/max_BTSP_ramp,metric/PC_weight_peak_relative_position,metric/PC_weight_width,metric/PC_weight_ratio_pre_post,metric/max_normalization,metric/98th_percentile_firingrate,num_traj_total,time_total,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/proximal_BTSP_lr,config/inhibitory_input_filter_tau,config/inhibitory_weight,config/seed,logdir
72,0,0,,,0.75,,0,,0.695789420928435,1.14140814792712,10,190.2,1776661848,,False,1,2b63e_00072,2026-04-20_06-10-48,11.3183419704437,11.3183419704437,2252518,cnl-brain9,155.198.99.250,11.3183419704437,1,0.1,0.3,1.5,21,2b63e_00072
73,2,1,110.25,0.0275630840301644,1,0.0500000000000007,0.811923425409386,1.21471691667806,0.769736447808285,2.22525322393823,10,190.2,1776661848,,False,1,2b63e_00073,2026-04-20_06-10-48,11.1798927783966,11.1798927783966,2252515,cnl-brain9,155.198.99.250,11.1798927783966,1,0.1,0.35,1.5,21,2b63e_00073
74,2,1,35.22,0.0457548760122508,1,0.0500000000000007,0.921848505872862,1.12849850230224,0.761203421325131,3.15959489243872,10,190.2,1776661848,,False,1,2b63e_00074,2026-04-20_06-10-48,11.2564198970795,11.2564198970795,2252517,cnl-brain9,155.198.99.250,11.2564198970795,1,0.1,0.4,1.5,21,2b63e_00074
75,0,0,,,0.5,,0,,0.695789420928435,1.06673027127593,10,190.2,1776661848,,False,1,2b63e_00075,2026-04-20_06-10-48,11.0691463947296,11.0691463947296,2252520,cnl-brain9,155.198.99.250,11.0691463947296,1,0.1,0.2,2,21,2b63e_00075
76,0,0,,,0.5,,0,,0.695789420928435,1.08566066119016,10,190.2,1776661849,,False,1,2b63e_00076,2026-04-20_06-10-49,11.5857148170471,11.5857148170471,2252511,cnl-brain9,155.198.99.250,11.5857148170471,1,0.1,0.25,2,21,2b63e_00076
77,0,0,,,0.5,,0,,0.695789420928435,1.10330467180302,10,190.2,1776661848,,False,1,2b63e_00077,2026-04-20_06-10-48,11.3409309387207,11.3409309387207,2252521,cnl-brain9,155.198.99.250,11.3409309387207,1,0.1,0.3,2,21,2b63e_00077
78,0,0,,,0.75,,0,,0.695789420928435,1.08701879362949,10,190.2,1776661849,,False,1,2b63e_00078,2026-04-20_06-10-49,11.4352943897247,11.4352943897247,2252526,cnl-brain9,155.198.99.250,11.4352943897247,1,0.1,0.35,2,21,2b63e_00078
79,0,0,,,0.75,,0,,0.695789420928435,1.08812005136986,10,190.2,1776661848,,False,1,2b63e_00079,2026-04-20_06-10-48,11.4265718460083,11.4265718460083,2252524,cnl-brain9,155.198.99.250,11.4265718460083,1,0.1,0.4,2,21,2b63e_00079
80,6,2,15.57,0.00836498803501362,6.25,-0.0499999999999989,0.685386445633458,1.74848498186798,1.22358429335313,7.62239179573324,10,199.77,1776661850,,False,1,2b63e_00080,2026-04-20_06-10-50,12.5052242279053,12.5052242279053,2252535,cnl-brain9,155.198.99.250,12.5052242279053,1,0.15,0.2,0.5,18,2b63e_00080
81,6,2,15.57,0.00836498803501362,6.5,-0.0499999999999989,0.685632468203443,1.77329475351902,1.22376897597172,7.6885767476161,10,199.77,1776661849,,False,1,2b63e_00081,2026-04-20_06-10-49,12.1609137058258,12.1609137058258,2252528,cnl-brain9,155.198.99.250,12.1609137058258,1,0.15,0.25,0.5,18,2b63e_00081
